,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game7-turkey-france-0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-turkey-france-0
Game7-turkey-france-5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game7-turkey-france-5
Game8-italy-germany-2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game8-italy-germany-2
Game8-austria-italy-0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Game8-austria-italy-0
Game8-austria-italy-9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-austria-italy-9
Game8-austria-italy-12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game8-austria-italy-12
Game8-austria-italy-15,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game8-austria-italy-15
Game8-austria-italy-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game8-austria-italy-16
Game8-austria-italy-25,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Game8-austria-italy-25
Game8-austria-italy-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game8-austria-italy-29
Game8-austria-italy-33,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-austria-italy-33
Game8-austria-italy-35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-austria-italy-35
Game8-austria-italy-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game8-austria-italy-37
Game8-austria-italy-41,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game8-austria-italy-41
Game8-austria-italy-43,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game8-austria-italy-43
Game8-austria-italy-47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game8-austria-italy-47
Game8-austria-italy-48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Game8-austria-italy-48
Game8-austria-italy-56,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game8-austria-italy-56
Game8-austria-italy-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game8-austria-italy-57
Game8-austria-italy-66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game8-austria-italy-66
Game8-austria-italy-67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game8-austria-italy-67
Game8-austria-italy-70,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game8-austria-italy-70
Game8-austria-italy-71,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game8-austria-italy-71
Game8-austria-italy-72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Game8-austria-italy-72
Game8-austria-italy-77,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game8-austria-italy-77
Game8-austria-italy-82,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,Game8-austria-italy-82
Game8-italy-russia-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game8-italy-russia-1
Game8-italy-russia-3,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game8-italy-russia-3
Game8-italy-russia-4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game8-italy-russia-4
Game8-italy-russia-8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Game8-italy-russia-8
Game8-turkey-italy-0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game8-turkey-italy-0
Game8-turkey-italy-3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Game8-turkey-italy-3
Game8-turkey-italy-9,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game8-turkey-italy-9
Game8-turkey-italy-15,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,Game8-turkey-italy-15
Game8-turkey-italy-16,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-italy-16
Game8-turkey-italy-17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game8-turkey-italy-17
Game8-turkey-italy-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game8-turkey-italy-19
Game8-turkey-italy-20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,Game8-turkey-italy-20
Game8-turkey-italy-23,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Game8-turkey-italy-23
Game8-turkey-italy-25,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game8-turkey-italy-25
Game8-turkey-italy-28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game8-turkey-italy-28
Game8-turkey-italy-32,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,Game8-turkey-italy-32
Game8-turkey-italy-35,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game8-turkey-italy-35
Game8-turkey-italy-36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-turkey-italy-36
Game8-turkey-italy-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game8-turkey-italy-49
Game8-turkey-italy-59,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game8-turkey-italy-59
Game8-turkey-italy-71,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-italy-71
Game8-italy-france-3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game8-italy-france-3
Game8-italy-france-5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game8-italy-france-5
Game8-italy-france-6,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-italy-france-6
Game8-italy-france-7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Game8-italy-france-7
Game8-austria-germany-6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game8-austria-germany-6
Game8-germany-russia-2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-germany-russia-2
Game8-germany-russia-6,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game8-germany-russia-6
Game8-germany-russia-8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Game8-germany-russia-8
Game8-germany-russia-19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,Game8-germany-russia-19
Game8-england-germany-2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game8-england-germany-2
Game8-england-germany-13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Game8-england-germany-13
Game8-turkey-germany-0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game8-turkey-germany-0
Game8-turkey-germany-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game8-turkey-germany-1
Game8-turkey-germany-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game8-turkey-germany-2
Game8-turkey-germany-4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game8-turkey-germany-4
Game8-turkey-germany-16,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Game8-turkey-germany-16
Game8-turkey-germany-21,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game8-turkey-germany-21
Game8-turkey-germany-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game8-turkey-germany-22
Game8-turkey-germany-26,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,Game8-turkey-germany-26
Game8-germany-france-0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,Game8-germany-france-0
Game8-germany-france-2,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game8-germany-france-2
Game8-germany-france-3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,Game8-germany-france-3
Game8-germany-france-7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game8-germany-france-7
Game8-germany-france-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game8-germany-france-11
Game8-germany-france-15,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-germany-france-15
Game8-germany-france-17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Game8-germany-france-17
Game8-germany-france-20,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game8-germany-france-20
Game8-germany-france-22,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-germany-france-22
Game8-germany-france-23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Game8-germany-france-23
Game8-germany-france-25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game8-germany-france-25
Game8-germany-france-32,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game8-germany-france-32
Game8-germany-france-35,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game8-germany-france-35
Game8-germany-france-36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game8-germany-france-36
Game8-germany-france-38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game8-germany-france-38
Game8-austria-russia-0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Game8-austria-russia-0
Game8-turkey-austria-0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-austria-0
Game8-turkey-austria-3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game8-turkey-austria-3
Game8-turkey-austria-4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game8-turkey-austria-4
Game8-turkey-austria-12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game8-turkey-austria-12
Game8-turkey-austria-19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game8-turkey-austria-19
Game8-turkey-austria-20,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,Game8-turkey-austria-20
Game8-turkey-austria-23,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Game8-turkey-austria-23
Game8-turkey-austria-28,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game8-turkey-austria-28
Game8-turkey-austria-29,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game8-turkey-austria-29
Game8-turkey-austria-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game8-turkey-austria-30
Game8-turkey-austria-37,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game8-turkey-austria-37
Game8-turkey-austria-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game8-turkey-austria-42
Game8-turkey-austria-52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game8-turkey-austria-52
Game8-turkey-austria-57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game8-turkey-austria-57
Game8-turkey-austria-58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-turkey-austria-58
Game8-austria-france-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game8-austria-france-1
Game8-austria-france-2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Game8-austria-france-2
Game8-austria-france-7,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,Game8-austria-france-7
Game8-austria-france-9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Game8-austria-france-9
Game8-austria-france-14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game8-austria-france-14
Game8-austria-france-24,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game8-austria-france-24
Game8-austria-france-35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game8-austria-france-35
Game8-austria-france-39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Game8-austria-france-39
Game8-austria-france-41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game8-austria-france-41
Game8-austria-france-42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game8-austria-france-42
Game8-austria-france-46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Game8-austria-france-46
Game8-austria-france-47,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game8-austria-france-47
Game8-england-russia-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game8-england-russia-1
Game8-england-russia-5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game8-england-russia-5
Game8-england-russia-7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game8-england-russia-7
Game8-turkey-russia-0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game8-turkey-russia-0
Game8-turkey-russia-5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game8-turkey-russia-5
Game8-turkey-russia-8,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-russia-8
Game8-turkey-russia-9,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-russia-9
Game8-turkey-russia-10,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,Game8-turkey-russia-10
Game8-turkey-russia-11,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game8-turkey-russia-11
Game8-turkey-russia-14,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,Game8-turkey-russia-14
Game8-turkey-russia-23,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game8-turkey-russia-23
Game8-turkey-russia-24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game8-turkey-russia-24
Game8-turkey-russia-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game8-turkey-russia-27
Game8-turkey-russia-28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game8-turkey-russia-28
Game8-turkey-russia-30,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game8-turkey-russia-30
Game8-turkey-russia-41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game8-turkey-russia-41
Game8-turkey-russia-42,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-42
Game8-turkey-russia-45,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game8-turkey-russia-45
Game8-turkey-russia-54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-54
Game8-turkey-russia-55,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game8-turkey-russia-55
Game8-turkey-russia-57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game8-turkey-russia-57
Game8-turkey-russia-59,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-59
Game8-turkey-russia-62,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-62
Game8-turkey-russia-63,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game8-turkey-russia-63
Game8-turkey-russia-75,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Game8-turkey-russia-75
Game8-turkey-russia-85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game8-turkey-russia-85
Game8-turkey-russia-88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game8-turkey-russia-88
Game8-turkey-russia-91,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Game8-turkey-russia-91
Game8-turkey-russia-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-93
Game8-turkey-russia-98,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-russia-98
Game8-turkey-russia-101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game8-turkey-russia-101
Game8-turkey-russia-113,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game8-turkey-russia-113
Game8-turkey-russia-118,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Game8-turkey-russia-118
Game8-turkey-russia-129,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-russia-129
Game8-turkey-russia-135,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-russia-135
Game8-turkey-russia-137,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game8-turkey-russia-137
Game8-turkey-russia-147,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game8-turkey-russia-147
Game8-turkey-russia-159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game8-turkey-russia-159
Game8-turkey-russia-165,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game8-turkey-russia-165
Game8-turkey-russia-167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game8-turkey-russia-167
Game8-turkey-russia-175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game8-turkey-russia-175
Game8-turkey-russia-178,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game8-turkey-russia-178
Game8-france-russia-3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,Game8-france-russia-3
Game8-france-russia-6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game8-france-russia-6
Game8-turkey-england-0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Game8-turkey-england-0
Game8-turkey-england-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Game8-turkey-england-7
Game8-england-france-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game8-england-france-2
Game8-england-france-5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Game8-england-france-5
Game8-england-france-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game8-england-france-12
Game8-england-france-15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game8-england-france-15
Game8-turkey-france-0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Game8-turkey-france-0
Game8-turkey-france-1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,Game8-turkey-france-1
Game8-turkey-france-5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game8-turkey-france-5
Game8-turkey-france-18,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,Game8-turkey-france-18
Game8-turkey-france-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game8-turkey-france-29
Game8-turkey-france-30,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game8-turkey-france-30
Game8-turkey-france-33,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,Game8-turkey-france-33
Game8-turkey-france-35,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game8-turkey-france-35
Game8-turkey-france-37,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-france-37
Game8-turkey-france-38,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Game8-turkey-france-38
Game8-turkey-france-42,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,Game8-turkey-france-42
Game8-turkey-france-43,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-43
Game8-turkey-france-45,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game8-turkey-france-45
Game8-turkey-france-53,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Game8-turkey-france-53
Game8-turkey-france-61,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-61
Game8-turkey-france-63,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-france-63
Game8-turkey-france-65,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game8-turkey-france-65
Game8-turkey-france-66,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game8-turkey-france-66
Game8-turkey-france-67,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-67
Game8-turkey-france-68,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,Game8-turkey-france-68
Game8-turkey-france-69,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game8-turkey-france-69
Game8-turkey-france-81,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,Game8-turkey-france-81
Game8-turkey-france-86,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game8-turkey-france-86
Game8-turkey-france-89,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game8-turkey-france-89
Game8-turkey-france-94,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,Game8-turkey-france-94
Game8-turkey-france-96,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Game8-turkey-france-96
Game8-turkey-france-97,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game8-turkey-france-97
Game8-turkey-france-99,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,Game8-turkey-france-99
Game8-turkey-france-100,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game8-turkey-france-100
Game8-turkey-france-103,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game8-turkey-france-103
Game8-turkey-france-104,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game8-turkey-france-104
Game8-turkey-france-106,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-106
Game8-turkey-france-108,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game8-turkey-france-108
Game8-turkey-france-109,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Game8-turkey-france-109
Game8-turkey-france-110,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-110
Game8-turkey-france-111,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game8-turkey-france-111
Game8-turkey-france-116,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game8-turkey-france-116
Game8-turkey-france-117,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game8-turkey-france-117
Game8-turkey-france-121,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game8-turkey-france-121
Game8-turkey-france-125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game8-turkey-france-125
Game8-turkey-france-134,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,Game8-turkey-france-134
Game8-turkey-france-135,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game8-turkey-france-135
Game9-italy-germany-0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,Game9-italy-germany-0
Game9-italy-germany-7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game9-italy-germany-7
Game9-italy-germany-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game9-italy-germany-13
Game9-italy-germany-20,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game9-italy-germany-20
